Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-27110,1,4,45,50,2A11,lizard,,,longbones,1,,,,,
41229-27140,1A,4,45,50,2A11,lizard,,,longbones,1,,,,,
41229-27120,1,4,45,50,2A11,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27121,1,4,45,50,2A11,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-7132,1A,4,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,large L horn,50,,
41229-7134,1A,4,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,large R horn,50,,
41229-27148,1E,4,45,50,2A11,lizard,Teiidae,,parietal,1,,sculpturing present,100,,
41229-7133,1A,4,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,small L horn,25,,
41229-27130,1,4,45,50,2A11,lizard,,,tibia,1,,,100,,
41229-27131,1,4,45,50,2A11,lizard,,,vertebra,6,,,,,
41229-27145,1A,4,45,50,2A11,lizard,,,vertebra,4,,,,,
41229-27132,1,4,45,50,2A11,lizard,,,vertebra,1,,,,,
41229-27149,1B,4,45,50,2A12,lizard,,,vertebra,1,,,,,
41229-27173,1A,4,50,55,2A13,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27169,1,4,50,55,2A13,lizard,Anguidae,,osteoderm,1,,,,,
41229-27171,1,4,50,55,2A13,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27172,1,4,50,55,2A13,lizard,,,vertebra,3,,,,,
41229-27182,1B,4,50,55,2A13,lizard,,,vertebra,3,,,,,
41229-27174,1A,4,50,55,2A13,lizard,,,vertebra,2,,,,,
41229-27198,1B,4,55,60,2A14,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27202,1E,4,55,60,2A14,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27203,1E,4,55,60,2A14,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,eroded bone,75,,shaft
41229-27183,1,4,55,60,2A14,lizard,,,frontal,1,,,75,,
41229-27184,1,4,55,60,2A14,lizard,,,humerus,1,,large,50,,
41229-27185,1,4,55,60,2A14,lizard,,,humerus,1,,small,50,,
41229-27194,1A,4,55,60,2A14,lizard,,,humerus,1,,,50,,
41229-27186,1,4,55,60,2A14,lizard,,,longbones,1,,,,,
41229-626,1A,4,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,"R horn frag, long",25,,
41229-27204,1E,4,55,60,2A14,lizard,,,tibia,1,,,50,,
41229-27196,1A,4,55,60,2A14,lizard,,,vertebra,5,,,,,
41229-27189,1,4,55,60,2A14,lizard,,,vertebra,4,,,,,
41229-27206,1E,4,55,60,2A14,lizard,,,vertebra,3,,,,,
41229-27201,1B,4,55,60,2A14,lizard,,,vertebra,2,,,,,
41229-27209,1,5,60,65,2A15,lizard,,,femur,1,,,100,,
41229-27234,1C,5,60,65,2A15,lizard,,,femur,1,,,100,,
41229-27235,1C,5,60,65,2A15,lizard,Anguidae,,frontal,1,,,50,,
41229-27219,1A,5,60,65,2A15,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27230,1B,5,60,65,2A15,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27231,1B,5,60,65,2A15,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27236,1C,5,60,65,2A15,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27237,1C,5,60,65,2A15,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27218,1A,5,60,65,2A15,lizard,Teiidae,,frontal,1,,,50,,
41229-27210,1,5,60,65,2A15,lizard,,,interclavicle,1,,t shaped,100,,
41229-27211,1,5,60,65,2A15,lizard,,,longbones,1,,,,,
41229-27224,1A,5,60,65,2A15,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,fragment,0,,
41229-27222,1A,5,60,65,2A15,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,long horn with small middle horn,75,,
41229-27214,1,5,60,65,2A15,lizard,,,pelvis,1,,fragment,0,,
41229-27220,1A,5,60,65,2A15,lizard,,,radius,1,,,100,,
41229-27245,1C,5,60,65,2A15,lizard,,,braincase,1,,sphenoid,,,
41229-27247,1C,5,60,65,2A15,lizard,,,vertebra,5,,,,,
41229-27217,1,5,60,65,2A15,lizard,,,vertebra,3,,,,,
41229-27226,1A,5,60,65,2A15,lizard,,,vertebra,3,,,,,
41229-27232,1B,5,60,65,2A15,lizard,,,vertebra,3,,,,,
41229-27248,1,5,65,70,2A16,lizard,,,femur,1,,,100,,
41229-27279,1D,5,65,70,2A16,lizard,,,femur,1,,,75,,
41229-1027,1,5,65,70,2A16,lizard,Phrynosomatidae,"Phrynosoma ""cornutum""",frontal,1,,,50,,
41229-27258,1A,5,65,70,2A16,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27262,1B,5,65,70,2A16,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27263,1B,5,65,70,2A16,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27271,1C,5,65,70,2A16,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-10126,1D,5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,in 2 pieces,100,,
41229-27280,1D,5,65,70,2A16,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27270,1C,5,65,70,2A16,lizard,Teiidae,,frontal,1,,sculpting,50,,
41229-27272,1C,5,65,70,2A16,lizard,Teiidae,,frontal,1,,,75,,
41229-27249,1,5,65,70,2A16,lizard,,,longbones,1,,,,,
41229-27282,1D,5,65,70,2A16,lizard,Anguidae,,osteoderm,2,,,,,
41229-698,1,5,65,70,2A16,lizard,Phrynosomatidae,"Phrynosoma ""cornutum""",parietal,1,,2 long horns with 1 small middle,100,,
41229-27283,1D,5,65,70,2A16,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27264,1B,5,65,70,2A16,lizard,Crotaphytidae,,parietal,1,,,50,,
41229-27254,1,5,65,70,2A16,lizard,,,ulna,1,,,50,,
41229-27255,1,5,65,70,2A16,lizard,,,vertebra,18,,,,,
41229-27277,1C,5,65,70,2A16,lizard,,,vertebra,14,,,,,
41229-27284,1D,5,65,70,2A16,lizard,,,vertebra,4,,,,,
41229-27260,1A,5,65,70,2A16,lizard,,,vertebra,2,,,,,
41229-27285,1D,5,65,70,2A16,lizard,,,vertebra,2,,,,,
41229-27266,1B,5,65,70,2A16,lizard,,,vertebra,1,,,,,
41229-27295,1A,5,70,75,2B2,lizard,,,femur,1,,,100,,
41229-27286,1,5,70,75,2B2,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27287,1,5,70,75,2B2,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27297,1A,5,70,75,2B2,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,mid frag,50,,
41229-27298,1A,5,70,75,2B2,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27299,1A,5,70,75,2B2,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27314,1D,5,70,75,2B1,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-7214,1,5,70,75,2B2,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn fragment,,,
41229-27301,1A,5,70,75,2B2,lizard,,,humerus,1,,,25,,
41229-27317,1D,5,70,75,2B1,lizard,Scincidae,cf. Plestiodon,parietal,1,,,75,,
41229-27302,1A,5,70,75,2B2,lizard,Teiidae,,parietal,1,,,75,,
41229-27305,1A,5,70,75,2B2,lizard,,,ribs,1,,,,,
41229-27308,1A,5,70,75,2B2,lizard,,,vertebra,9,,,,,
41229-27292,1,5,70,75,2B2,lizard,,,vertebra,5,,,,,
41229-27309,1A,5,70,75,2B2,lizard,,,vertebra,2,,,,,
41229-27312,1B,5,70,75,2B2,lizard,,,vertebra,2,,,,,
41229-27320,1D,5,70,75,2B1,lizard,,,vertebra,1,,,,,
41229-27321,1D,5,70,75,2B1,lizard,,,vertebra,1,,,,,
41229-27325,1,6,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-27326,1,6,75,80,2B4,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,100,,
41229-27336,1A,6,75,80,2B4,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27343,1B,6,75,80,2B4,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27327,1,6,75,80,2B4,lizard,,,interclavicle,1,,t shaped,100,,
41229-27328,1,6,75,80,2B4,lizard,,,longbones,1,,,,,
41229-27332,1,6,75,80,2B4,lizard,Anguidae,,osteoderm,1,,,,,
41229-27338,1A,6,75,80,2B4,lizard,Phrynosomatidae,,parietal,1,,fragment,75,,
41229-27349,1B,6,75,80,2B4,lizard,cf. Phrynosomatidae,,braincase,1,,sphenoid+basioccipital,,,
41229-27340,1A,6,75,80,2B4,lizard,,,vertebra,17,,,,,
41229-27334,1,6,75,80,2B4,lizard,,,vertebra,5,,,,,
41229-27356,1D,6,75,80,2B3,lizard,,,vertebra,4,,,,,
41229-27351,1B,6,75,80,2B4,lizard,,,vertebra,3,,,,,
41229-27352,1B,6,75,80,2B4,lizard,,,vertebra,2,,,,,
41229-27335,1,6,75,80,2B4,lizard,,,vertebra,1,,,,,
41229-27359,1,6,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27361,1,6,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-27386,1B,6,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,mid fragment,0,,
41229-27394,1D,6,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27395,1D,6,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27396,1D,6,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27417,1E,6,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,100,,
41229-27360,1,6,80,85,2B5,lizard,Teiidae,,frontal,1,,,100,,
41229-27397,1D,6,80,85,2B5,lizard,Teiidae,,frontal,1,,sculpturing present,100,,
41229-27401,1D,6,80,85,2B5,lizard,,,interclavicle,1,,t shaped,100,,
41229-27382,1A,6,80,85,2B5,lizard,Anguidae,,osteoderm,1,,,,,
41229-27378,1A,6,80,85,2B5,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229-27379,1A,6,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn fragment,0,,
41229-27364,1,6,80,85,2B5,lizard,Pleurodonta cf. Crotaphytidae,,parietal,1,,,100,,
41229-27365,1,6,80,85,2B5,lizard,Pleurodonta cf. Crotaphytidae,,parietal,1,,,50,,
41229-27371,1,6,80,85,2B5,lizard,,,ulna,1,,,100,,
41229-27414,1D,6,80,85,2B5,lizard,,,vertebra,8,,,,,
41229-27373,1,6,80,85,2B5,lizard,,,vertebra,7,,,,,
41229-27388,1B,6,80,85,2B5,lizard,,,vertebra,6,,,,,
41229-27381,1A,6,80,85,2B5,lizard,,,vertebra,4,,,,,
41229-27415,1D,6,80,85,2B5,lizard,,,vertebra,4,,,,,
41229-27416,1D,6,80,85,2B5,lizard,,,vertebra,4,,,,,
41229-27372,1,6,80,85,2B5,lizard,,,vertebra,3,,,,,
41229-27420,1E,6,80,85,2B5,lizard,,,vertebra,3,,,,,
41229-27413,1D,6,80,85,2B5,lizard,,,vertebra,1,,,,,
41229-27445,1,6,85,90,2B7,lizard,Crotaphytidae,,dentary,1,,"wide teeth, tricuspid,fragment",0,,none
41229-27446,1,6,85,90,2B7,lizard,Pleurodonta,,dentary,1,,"tricuspid,fragment",0,,none
41229-27465,1B,6,85,90,2B7,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27457,1,6,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,,"tricuspid,fragment",0,,none
41229-800,1,6,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,missing horns,50,,
41229-27462,1A,6,85,90,2B7,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27464,1A,6,85,90,2B7,lizard,,,phalanges,2,,,,,
41229-27456,1,6,85,90,2B7,lizard,,,braincase,1,,sphenoid,,,
41229-27458,1,6,85,90,2B7,lizard,,,vertebra,12,,,,,
41229-27459,1,6,85,90,2B7,lizard,,,vertebra,11,,,,,
41229-27469,1B,6,85,90,2B7,lizard,,,vertebra,7,,,,,
41229-27472,1D,6,85,90,2B7,lizard,,,vertebra,7,,,,,
41229-27463,1A,6,85,90,2B7,lizard,,,vertebra,2,,,,,
41229-27468,1B,6,85,90,2B7,lizard,,,vertebra,1,,sacral vert,,,
41229-27481,1,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-27505,1A,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,50,,
41229-27506,1A,7,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,75,,
41229-27482,1,7,90,95,2B10,lizard,,,humerus,1,,fragment,100,,
41229-27483,1,7,90,95,2B10,lizard,,,interclavicle,1,,t shaped,100,,
41229-27486,1,7,90,95,2B10,lizard,Anguidae,,osteoderm,1,,,,,
41229-27517,1A,7,90,95,2B10,lizard,Anguidae,,osteoderm,1,,,,,
41229-27518,1A,7,90,95,2B10,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-27520,1A,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn fragment,0,,
41229-27519,1A,7,90,95,2B10,lizard,,,parietal,1,,fragment,50,,
41229-27522,1A,7,90,95,2B10,lizard,Phrynosomatidae,,postorbital,1,,,100,,
41229-27523,1A,7,90,95,2B10,lizard,Phrynosomatidae,Sceloporinae,premaxilla,1,,,100,,
41229-27489,1,7,90,95,2B10,lizard,,,radius,1,,,100,,
41229-27490,1,7,90,95,2B10,lizard,,,scapulocorocoid,1,,fragment,25,,
41229-27526,1A,7,90,95,2B10,lizard,,,braincase,1,,sphenoid,,,
41229-27533,1A,7,90,95,2B10,lizard,,,braincase,1,,sphenoid,,,
41229-27491,1,7,90,95,2B10,lizard,Phrynosomatidae,,braincase,1,,sphenoid+basioccipital,,,
41229-27528,1A,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,one med size horn,25,,
41229-27529,1A,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,"2 med size horns, eroded bone",50,,shaft
41229-27530,1A,7,90,95,2B10,lizard,,,braincase,1,,supraoccipital,,,
41229-27532,1A,7,90,95,2B10,lizard,,,vertebra,15,,,,,
41229-27541,1B,7,90,95,2B10,lizard,,,vertebra,12,,,,,
41229-27544,1D,7,90,95,2B10,lizard,,,vertebra,9,,,,,
41229-27492,1,7,90,95,2B10,lizard,,,vertebra,5,,,,,
41229-590,1A,7,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-6307,1B,7,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-27559,1B,7,95,100,2B11,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27566,1D,7,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-27548,1,7,95,100,2B11,lizard,,,humerus,1,,,25,,
41229-6357,1B,7,95,100,2B11,lizard,Anguidae,"""Ophisaurus attenuatus""",osteoderm,1,,,,,
41229-27570,1D,7,95,100,2B11,lizard,Anguidae,,osteoderm,1,,,,,
41229-27557,1A,7,95,100,2B11,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27561,1B,7,95,100,2B11,lizard,,,tibia,1,,,100,,
41229-27562,1B,7,95,100,2B11,lizard,,,vertebra,16,,,,,
41229-27551,1,7,95,100,2B11,lizard,,,vertebra,3,,,,,
41229-27558,1A,7,95,100,2B11,lizard,,,vertebra,3,,,,,
41229-27572,1D,7,95,100,2B11,lizard,,,vertebra,2,,,,,
41229-27605,1E,7,100,105,2B13,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,50,,
41229-27608,1E,7,100,105,2B13,lizard,Anguidae,,osteoderm,2,,,,,
41229-6282,1A,7,100,105,2B12,lizard,Anguidae,"""Ophisaurus""",osteoderm,1,,,,,
41229-6283,1A,7,100,105,2B12,lizard,Anguidae,"""Ophisaurus""",osteoderm,1,,,,,
41229-27609,1E,7,100,105,2B13,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27610,1E,7,100,105,2B13,lizard,Teiidae,,parietal,1,,"sculpturing present,large",100,,
41229-27597,1D,7,100,105,2B13,lizard,Phrynosomatidae,,postorbital,1,,,100,,
41229-27594,1C,7,100,105,2B12,lizard,Teiidae,,premaxilla,1,,,100,,
41229-27579,1,7,100,105,2B12,lizard,,,tibia,1,,,100,,
41229-27584,1A,7,100,105,2B12,lizard,,,tibia,1,,,100,,
41229-27595,1C,7,100,105,2B12,lizard,,,vertebra,16,,,,,
41229-27611,1E,7,100,105,2B13,lizard,,,vertebra,14,,,,,
41229-27587,1B,7,100,105,2B12,lizard,,,vertebra,7,,,,,
41229-27580,1,7,100,105,2B12,lizard,,,vertebra,5,,,,,
41229-27586,1A,7,100,105,2B12,lizard,,,vertebra,5,,,,,
41229-27598,1D,7,100,105,2B13,lizard,,,vertebra,1,,sacrum ,,,
41229-27622,1A,8,105,110,2B14,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27632,1C,8,105,110,2B14,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27652,1E,8,105,110,2B15,lizard,Phrynosomatidae,,frontal,1,,,25,,
41229-27642,1D,8,105,110,2B14,lizard,Teiidae,,frontal,1,,,75,,
41229-27647,1D,8,105,110,2B14,lizard,Anguidae,,osteoderm,3,,,,,
41229-11627,1E,8,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn fragment,0,,
41229-27636,1C,8,105,110,2B15,lizard,Pleurodonta cf. Phrynotomatidae,,parietal,1,,slightly sculpted,50,,
41229-27638,1C,8,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma,roofing bone,1,,fragment,0,,
41229-27649,1D,8,105,110,2B15,lizard,cf. Phrynosomatidae,,braincase,1,,sphenoid+basioccipital,,,
41229-27650,1D,8,105,110,2B15,lizard,,,braincase,1,,sphenoid+basioccipital,,,
41229-10525,1,8,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,1 small horn,25,,
41229-27618,1,8,105,110,2B15,lizard,,,ulna,1,,,100,,
41229-27651,1D,8,105,110,2B14,lizard,,,vertebra,13,,,,,
41229-27639,1C,8,105,110,2B14,lizard,,,vertebra,8,,,,,
41229-27619,1,8,105,110,2B15,lizard,,,vertebra,7,,,,,
41229-27626,1A,8,105,110,2B15,lizard,,,vertebra,3,,,,,
41229-27640,1C,8,105,110,2B14,lizard,,,vertebra,2,,,,,
41229-27625,1A,8,105,110,2B14,lizard,,,vertebra,1,,,,,
41229-27655,1E,8,105,110,2B15,lizard,,,vertebra,1,,,,,
41229-27669,1D,8,110,115,2B17,lizard,,,atlas,1,,,,,
41229-27656,1,8,110,115,2B16,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27673,1D,8,110,115,2B17,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,slightly sculpted,100,,
41229-27683,1E,8,110,115,2B16,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27679,1D,8,110,115,2B17,lizard,Anguidae,,osteoderm,4,,,,,
41229-27667,1B,8,110,115,2B16,lizard,Anguidae,,osteoderm,1,,,,,
41229-27676,1D,8,110,115,2B17,lizard,,,phalanges,1,,,,,
41229-27657,1,8,110,115,2B16,lizard,Anguidae,Gerrhonotus,premaxilla,1,,,100,,
41229-27682,1D,8,110,115,2B17,lizard,,,vertebra,12,,,,,
41229-27664,1A,8,110,115,2B16,lizard,,,vertebra,7,,,,,
41229-27658,1,8,110,115,2B16,lizard,,,vertebra,6,,,,,
41229-27665,1A,8,110,115,2B16,lizard,,,vertebra,3,,,,,
41229-27668,1B,8,110,115,2B16,lizard,,,vertebra,2,,,,,
41229-27685,1E,8,110,115,2B16,lizard,,,vertebra,1,,,,,
41229-27686,1E,8,110,115,2B16,lizard,,,vertebra,1,,caudal,,,
41229-27687,1,8,115,120,2B17,lizard,,,atlas,1,,,,,
41229-27689,1,8,115,120,2B17,lizard,Teiidae,,frontal,1,,,50,,
41229-27697,1A,8,115,120,2B17,lizard,Anguidae,,osteoderm,3,,,,,
41229-27698,1A,8,115,120,2B17,lizard,,,vertebra,10,,,,,
41229-27711,1D,8,115,120,2B17,lizard,,,vertebra,7,,,,,
41229-27693,1,8,115,120,2B17,lizard,,,vertebra,3,,,,,
41229-27712,1D,8,115,120,2B17,lizard,,,vertebra,1,,,,,
41229-27717,1E,8,115,120,2B17,lizard,,,vertebra,1,,,,,
41229-27721,1,9,120,125,2C1,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27722,1,9,120,125,2C1,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-6532,1B,9,120,125,2C2,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-27749,1D,9,120,125,2C2,lizard,Phrynosomatidae,,frontal,1,,anterior frag.,50,,
41229-27725,1,9,120,125,2C1,lizard,Anguidae,,osteoderm,1,,,,,
41229-27728,1,9,120,125,2C1,lizard,,,tibia,1,,,100,,
41229-27729,1,9,120,125,2C1,lizard,,,vertebra,9,,,,,
41229-27743,1B,9,120,125,2C2,lizard,,,vertebra,8,,,,,
41229-27758,1E,9,120,125,2C1,lizard,,,vertebra,7,,,,,
41229-27755,1D,9,120,125,2C2,lizard,,,vertebra,6,,,,,
41229-27737,1A,9,120,125,2C1,lizard,,,vertebra,4,,,,,
41229-27757,1E,9,120,125,2C1,lizard,,,vertebra,3,,,,,
41229-27761,1,9,125,130,2C4,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-534,1B,9,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-27773,1D,9,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-27790,1E,9,125,130,2C4,lizard,,,metacarpals_metatarsals,1,,,,,
41229-27774,1D,9,125,130,2C3,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229-27789,1E,9,125,130,2C4,lizard,,,phalanges,1,,,,,
41229-27765,1,9,125,130,2C4,lizard,,,vertebra,13,,,,,
41229-27795,1E,9,125,130,2C4,lizard,,,vertebra,7,,,,,
41229-27766,1A,9,125,130,2C3,lizard,,,vertebra,6,,,,,
41229-27771,1B,9,125,130,2C3,lizard,,,vertebra,5,,,,,
41229-27796,1E,9,125,130,2C4,lizard,,,vertebra,5,,,,,
41229-27777,1D,9,125,130,2C3,lizard,,,vertebra,4,,,,,
41229-27778,1D,9,125,130,2C4,lizard,,,vertebra,1,,,,,
41229-27794,1E,9,125,130,2C4,lizard,,,vertebra,1,,,,,
41229-946,1,9,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-27799,1,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27800,1,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27828,1D,9,130,135,2C5,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27829,1D,9,130,135,2C5,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27886,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27887,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27888,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27889,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27890,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27891,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-27892,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27893,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27894,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27895,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27896,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27897,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27898,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27899,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27900,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27901,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27902,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27903,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27904,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27905,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27906,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27907,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27908,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27909,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27910,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-27965,1E,9,130,135,2C6,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27820,1B,9,130,135,2C5,lizard,,,humerus,1,,,75,,
41229-945,1,9,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,"1 small middle horn, horns broken",100,,
41229-27815,1A,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229-27935,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,parietal,1,,"short horns,weathered",100,,
41229-27936,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27937,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27938,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27939,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27940,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-27941,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-6181,1B,9,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,fragment,25,,
41229-27818,1A,9,130,135,2C6,lizard,,,tibia,1,,,100,,
41229-27822,1B,9,130,135,2C5,lizard,,,tibia,1,,,100,,
41229-27961,1D/E,9,130,135,2C6,lizard,,,tibia,1,,,100,,
41229-27962,1D/E,9,130,135,2C6,lizard,,,vertebra,47,,,,,
41229-27809,1,9,130,135,2C6,lizard,,,vertebra,21,,,,,
41229-27963,1D/E,9,130,135,2C6,lizard,,,vertebra,14,,,,,
41229-27831,1D,9,130,135,2C5,lizard,,,vertebra,9,,,,,
