Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-27810,1,9,130,135,2C6,lizard,,,vertebra,6,,,,,
41229-27819,1A,9,130,135,2C6,lizard,,,vertebra,4,,,,,
41229-27823,1B,9,130,135,2C5,lizard,,,vertebra,4,,,,,
41229-27975,1E,9,130,135,2C6,lizard,,,vertebra,3,,,,,
41229-27974,1E,9,130,135,2C6,lizard,,,vertebra,1,,"caudal vert,fracture plane",,,
41229-27984,1,10,135,140,2C8,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-27999,1A,10,135,140,2C7,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28005,1B,10,135,140,2C7,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28031,1E,10,135,140,2C8,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28032,1E,10,135,140,2C8,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28033,1E,10,135,140,2C8,lizard,Teiidae,,frontal,1,,,100,,
41229-28001,1A,10,135,140,2C8,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn,25,,
41229-28002,1A,10,135,140,2C7,lizard,Phrynosomatidae,Sceloporine,premaxilla,1,,,100,,none
41229-28015,1D,10,135,140,2C8,lizard,Phrynosomatidae,,tooth bearing element,2,,fragment,0,,crown
41229-28054,1E,10,135,140,2C8,lizard,,,vertebra,35,,,,,
41229-28004,1A,10,135,140,2C7,lizard,,,vertebra,6,,,,,
41229-27995,1,10,135,140,2C8,lizard,,,vertebra,5,,,,,
41229-28016,1D,10,135,140,2C8,lizard,,,vertebra,4,,,,,
41229-28003,1A,10,135,140,2C7,lizard,,,vertebra,3,,,,,
41229-28007,1B,10,135,140,2C7,lizard,,,vertebra,3,,,,,
41229-28017,1D,10,135,140,2C8,lizard,,,vertebra,3,,,,,
41229-28074,1A,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,,"tricuspid, slightly eroded tooth crowns,fragment",0,,crown
41229-28080,1B,10,140,145,2C9,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28081,1B,10,140,145,2C9,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28097,1C,10,140,145,2C9,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-11255,1E,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-11256,1E,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-28134,1E,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-28135,1E,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-28138,1E,10,140,145,2C9,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28098,1C,10,140,145,2C9,lizard,Teiidae,,frontal,1,,,100,,
41229-28102,1C,10,140,145,2C9,lizard,,,humerus,1,,fragment,50,,
41229-28153,1E,10,140,145,2C9,lizard,Anguidae,Ophisaurus,parietal,1,,table,50,,
41229-28147,1E,10,140,145,2C9,lizard,,,phalanges,2,,,,,
41229-28113,1D,10,140,145,2C9,lizard,,,phalanges,1,,,,,
41229-28057,1,10,140,145,2C9,lizard,,,tibia,1,,,100,,
41229-28162,1E,10,140,145,2C9,lizard,,,ulna,1,,,100,,
41229-28163,1E,10,140,145,2C9,lizard,,,vertebra,58,,,,,
41229-28164,1E,10,140,145,2C9,lizard,,,vertebra,31,,,,,
41229-28061,1,10,140,145,2C9,lizard,,,vertebra,20,,,,,
41229-28076,1A,10,140,145,2C9,lizard,,,vertebra,12,,,,,
41229-28110,1C,10,140,145,2C9,lizard,,,vertebra,12,,,,,
41229-28111,1C,10,140,145,2C9,lizard,,,vertebra,10,,,,,
41229-28116,1D,10,140,145,2C9,lizard,,,vertebra,10,,,,,
41229-28088,1B,10,140,145,2C9,lizard,,,vertebra,9,,,,,
41229-28174,1A,10,145,165,2C11,lizard,,,vertebra,13,,,,,
41229-28175,1A,10,145,165,2C11,lizard,,,vertebra,1,,sacral vert,,,
41229-28236,1E,10,145,150,2C13,lizard,,,braincase,1,,,,,
41229-28190,1B,10,145,150,2C11,lizard,,,dentary,1,,"unicuspid, coroded crowns, fragment",0,,crown
41229-28191,1B,10,145,150,2C11,lizard,,,dentary,1,,"unicuspid, coroded crowns, fragment",0,,crown
41229-28167,1A,10,145,150,2C11,lizard,Phrynosomatidae,,frontal,1,,coated in travertine,75,,
41229-28168,1A,10,145,150,2C11,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28254,1E,10,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,100,,
41229-28255,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28256,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28257,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28258,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28259,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28260,1E,10,145,150,2C13,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28211,1C,10,145,150,2C11,lizard,Teiidae,,frontal,1,,,50,,
41229-28261,1E,10,145,150,2C13,lizard,Teiidae,,frontal,1,,,100,,
41229-28212,1C,10,145,150,2C11,lizard,,,frontal,1,,,100,,
41229-28290,1E,10,145,150,2C13,lizard,,,metacarpals_metatarsals,6,,,,,
41229-28206,1B,10,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn?,0,,
41229-28294,1E,10,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn,0,,
41229-28215,1C,10,145,150,2C11,lizard,,,phalanges,1,,,,,
41229-28207,1B,10,145,150,2C11,lizard,Phrynosomatidae,Sceloporine,premaxilla,1,,unicuspid,100,,none
41229-28310,1E,10,145,150,2C13,lizard,,,ulna,1,,,100,,
41229-28311,1E,10,145,150,2C13,lizard,,,vertebra,161,,,,,
41229-28209,1B,10,145,150,2C11,lizard,,,vertebra,70,,,,,
41229-28312,1E,10,145,150,2C13,lizard,,,vertebra,60,,,,,
41229-29428,1C,10,145,150,2C13,lizard,,,vertebra,50,,,,,
41229-28235,1C,10,145,150,2C11,lizard,,,vertebra,40,,,,,
41229-29429,1C,10,145,150,2C13,lizard,,,vertebra,28,,,,,
41229-28313,1E,10,145,150,2C13,lizard,,,vertebra,26,,,,,
41229-28208,1B,10,145,150,2C11,lizard,,,vertebra,13,,,,,
41229-28176,1A,10,145,150,2C11,lizard,,,vertebra,9,,,,,
41229-28314,1E,10,145,150,2C13,lizard,,,vertebra,1,,atlas,,,
41229-28333,1E,11,150,155,2D2,lizard,,,braincase,1,,,,,
41229-28345,1E,11,150,155,2D2,lizard,,,interclavicle,1,,t shaped,100,,
41229-28317,1A,11,150,155,2D2,lizard,,,metacarpals_metatarsals,1,,,,,
41229-28327,1B,11,150,155,2D1,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28352,1E,11,150,155,2D2,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28351,1E,11,150,155,2D2,lizard,Teiidae,,parietal,1,,,100,,
41229-28344,1E,11,150,155,2D2,lizard,,,pelvis,1,,ilium,50,,
41229-28330,1B,11,150,155,2D1,lizard,,,phalanges,1,,,,,
41229-28355,1E,11,150,155,2D2,lizard,Crotaphytidae,,squamosal,1,,,100,,
41229-28361,1E,11,150,155,2D2,lizard,,,tibia,1,,,75,,
41229-28332,1B,11,150,155,2D1,lizard,,,vertebra,29,,,,,
41229-28362,1E,11,150,155,2D2,lizard,,,vertebra,18,,,,,
41229-28318,1A,11,150,155,2D2,lizard,,,vertebra,15,,,,,
41229-28363,1E,11,150,155,2D2,lizard,,,vertebra,8,,,,,
41229-28379,1D,11,152,155,2D1,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28380,1D,11,152,155,2D1,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28384,1D,11,152,155,2D1,lizard,Anguidae,cf. Ophisaurus,parietal,1,,table,50,,
41229-28385,1D,11,152,155,2D1,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,parietal,1,,"broken horns, 1 middle, complete",100,,
41229-28386,1D,11,152,155,2D1,lizard,,,vertebra,38,,,,,
41229-28387,1D,11,152,155,2D1,lizard,,,vertebra,1,,axis,,,
41229-28400,1B,11,155,160,2D4,lizard,,,braincase,1,,basioccipital,,,
41229-28427,1D,11,155,160,2D3,lizard,,,dentary,1,,"eroded tooth shaft and crown and bone, fragment",50,,shaft
41229-28409,1B,11,155,160,2D3,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28428,1D,11,155,160,2D3,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28414,1B,11,155,160,2D3,lizard,,,metacarpals_metatarsals,2,,,,,
41229-28395,1A,11,155,160,2D4,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-28444,1E,11,155,160,2D4,lizard,,,vertebra,82,,,,,
41229-28419,1B,11,155,160,2D3,lizard,,,vertebra,59,,,,,
41229-28443,1D,11,155,160,2D3,lizard,,,vertebra,46,,,,,
41229-28398,1A,11,155,160,2D4,lizard,,,vertebra,24,,,,,
41229-28399,1A,11,155,160,2D4,lizard,,,vertebra,2,,,,,
41229-28420,1B,11,155,160,2D4,lizard,,,vertebra,2,,,,,
41229-28484,1E,11,160,165,2D6,lizard,,,axis,1,,,,,
41229-28472,1B,11,160,165,2D6,lizard,,,braincase,1,,,,,
41229-28454,1A,11,160,165,2D6,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-28455,1A,11,160,165,2D6,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28482,1D/E,11,160,165,2D5,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28496,1E,11,160,165,2D6,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28456,1A,11,160,165,2D6,lizard,Teiidae,,frontal,1,,,50,,
41229-28518,1E,11,160,165,2D6,lizard,Anguidae,,osteoderm,2,,,,,
41229-28505,1E,11,160,165,2D6,lizard,Crotaphytidae,,parietal,1,,holes in table,100,,
41229-28463,1A,11,160,165,2D6,lizard,Teiidae,,parietal,1,,sculpting present,25,,
41229-28466,1A,11,160,165,2D6,lizard,,,phalanges,4,,,,,
41229-28480,1B,11,160,165,2D6,lizard,,,phalanges,1,,,,,
41229-28467,1A,11,160,165,2D6,lizard,,,postorbitofrontal?,1,,,,,
41229-1071,1A,11,160,165,2D6,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,horn,25,,
41229-28469,1A,11,160,165,2D6,lizard,,,tibia,1,,,75,,
41229-28515,1E,11,160,165,2D6,lizard,,,tibia,1,,,100,,
41229-28470,1A,11,160,165,2D6,lizard,,,ulna,1,,,100,,
41229-28516,1E,11,160,165,2D5,lizard,,,vertebra,101,,,,,
41229-28471,1A,11,160,165,2D6,lizard,,,vertebra,38,,,,,
41229-28517,1E,11,160,165,2D6,lizard,,,vertebra,33,,,,,
41229-28481,1B,11,160,165,2D6,lizard,,,vertebra,22,,,,,
41229-28483,1D/E,11,160,165,2D5,lizard,,,vertebra,14,,,,,
41229-28576,East of 1,12,165,220,2D7,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28579,East of 1,12,165,220,2D7,lizard,,,ulna,1,,,100,,
41229-28580,East of 1,12,165,220,2D7,lizard,,,vertebra,2,,,,,
41229-28552,1E,12,165,180,2D9,lizard,,,axis,1,,,,,
41229-28566,1E,12,165,180,2D9,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28565,1E,12,165,180,2D9,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28571,1E,12,165,180,2D9,lizard,Anguidae,,osteoderm,4,,,,,
41229-28573,1E,12,165,180,2D9,lizard,,,phalanges,4,,,,,
41229-28575,1E,12,165,180,2D9,lizard,,,vertebra,89,,,,,
41229-28519,1A,12,165,170,2D7,lizard,,,braincase,1,,,,,
41229-28537,1B,12,165,170,2D7,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28542,1E,12,165,170,2D7,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28543,1E,12,165,170,2D7,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28546,1E,12,165,170,2D7,lizard,Anguidae,,osteoderm,8,,,,,
41229-28551,1E,12,165,170,2D7,lizard,,,vertebra,47,,,,,
41229-28534,1A,12,165,170,2D7,lizard,,,vertebra,44,,,,,
41229-28539,1B,12,165,170,2D7,lizard,,,vertebra,14,,,,,
41229-28589,1E,12,170,175,2D8,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229-28590,1E,12,170,175,2D8,lizard,,,frontal,1,,,75,,
41229-28591,1E,12,170,175,2D8,lizard,,,frontal,1,,,100,,
41229-28592,1E,12,170,175,2D8,lizard,,,frontal,1,,pitted bone,50,,
41229-28595,1E,12,170,175,2D8,lizard,Anguidae,,osteoderm,7,,,,,
41229-28601,1E,12,170,175,2D8,lizard,,,phalanges,2,,,,,
41229-28602,1E,12,170,175,2D8,lizard,,,vertebra,61,,,,,
41229-28603,1E,12,170,175,2D8,lizard,,,vertebra,14,,,,,
41229-28604,1E?,12,170,175,2D8,lizard,,,vertebra,14,,,,,
41229-28633,1D/E,12,175,180,2D9,lizard,,,dentary,1,,"unicuspid,eroded tooth crowns and shafts and bone",0,,shaft
41229-28650,1D/E,12,175,180,2D9,lizard,,,dentary,1,,"unicuspid,  eroded crowns",0,,crown
41229-28614,1A,12,175,180,2D9,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28615,1A,12,175,180,2D9,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28644,1D/E,12,175,180,2D9,lizard,Anguidae,,osteoderm,6,,,,,
41229-28619,1A,12,175,180,2D9,lizard,Scincidae,cf. Plestiodon,parietal,1,,,50,,
41229-28647,1D/E,12,175,180,2D9,lizard,,,phalanges,1,,,,,
41229-28652,1D/E,12,175,180,2D9,lizard,Anguidae,Ophisaurus,vertebra,1,,,,,
41229-28651,1D/E,12,175,180,2D9,lizard,,,vertebra,66,,,,,
41229-28621,1A,12,175,180,2D9,lizard,,,vertebra,17,,,,,
41229-28663,1C,13,180,185,2D10,lizard,,,braincase,1,,basioccipital+sphenoid,,,
41229-28677,1E,13,180,185,2D10,lizard,,,braincase,1,,pitted bone,,,
41229-28656,1A,13,180,185,2D10,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28657,1A,13,180,185,2D10,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28660,1B,13,180,185,2D11,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28671,1C,13,180,185,2D11,lizard,,,phalanges,1,,,,,
41229-28672,1C,13,180,185,2D11,lizard,,,radius,1,,,,,
41229-28683,1E,13,180,185,2D11,lizard,,,scapulocorocoid,1,,frag,25,,
41229-28662,1B,13,180,185,2D11,lizard,,,vertebra,27,,,,,
41229-28675,1C,13,180,185,2D10,lizard,,,vertebra,16,,,,,
41229-28684,1E,13,180,185,2D10,lizard,,,vertebra,14,,,,,
41229-28676,1C,13,180,185,2D11,lizard,,,vertebra,11,,,,,
41229-28658,1A,13,180,185,2D10,lizard,,,vertebra,4,,,,,
41229-28687,1B,13,185,190,2D12,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-535,1B,13,185,190,2D12,lizard,Phrynosomatidae,Phrynosoma cf. douglassi,parietal,1,,,100,,
41229-28688,1B,13,185,190,2D12,lizard,,,vertebra,16,,,,,
41229-28695,1C,13,185,190,2D12,lizard,,,vertebra,11,,,,,
41229-28698,1D/E,13,185,190,2D12,lizard,,,vertebra,1,,,,,
41229-28708,1D/E,13,190,195,2D13,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28709,1D/E,13,190,195,2D13,lizard,Scincidae,,parietal,1,,,75,,
41229-28705,1C,13,190,195,2D13,lizard,,,phalanges,2,,,,,
41229-28710,1D/E,13,190,195,2D13,lizard,,,phalanges,1,,,,,
41229-28701,1B,13,190,195,2D14,lizard,,,vertebra,4,,,,,
41229-28707,1C,13,190,195,2D13,lizard,,,vertebra,4,,,,,
41229-28712,1D/E,13,190,195,2D13,lizard,,,vertebra,4,,,,,
41229-28699,1A,13,190,195,2D13,lizard,,,vertebra,1,,,,,
41229-28738,1D/E,14,195,200,2D15,lizard,Phrynosomatidae,,frontal,2,,,100,,
41229-28739,1D/E,14,195,200,2D15,lizard,Phrynosomatidae,,frontal,2,,,100,,
41229-28729,1C,14,195,200,2D15,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-28740,1D/E,14,195,200,2D15,lizard,Phrynosomatidae,"Phrynosoma cf. ""douglassi""",parietal,1,,,75,,
41229-28741,1D/E,14,195,200,2D15,lizard,,,parietal,1,,sculpting present,25,,
41229-28734,1C,14,195,200,2D15,lizard,Scincidae,cf. Plestiodon,premaxilla,1,,,100,,
41229-28735,1C,14,195,200,2D15,lizard,,,vertebra,6,,,,,
41229-28743,1D/E,14,195,200,2D15,lizard,,,vertebra,6,,,,,
41229-28727,1B,14,195,200,2D15,lizard,,,vertebra,4,,,,,
41229-28749,1D/E,14,200,205,2.00E+01,lizard,,,axis,2,,,,,
41229-28750,1D/E,14,200,205,2.00E+01,lizard,,,axis,2,,,,,
41229-28799,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,,100,,
41229-28800,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28801,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28802,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28803,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28804,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28805,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28806,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28807,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28808,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28809,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28810,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28811,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28812,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28847,1D/E,14,200,205,2.00E+01,lizard,Anguidae,,osteoderm,1,,,,,
41229-28848,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28849,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28850,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,burned,50,,
41229-28851,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28852,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28853,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28854,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229-28855,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28856,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28857,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28863,1D/E,14,200,205,2.00E+01,lizard,,,phalanges,1,,,,,
41229-28864,1D/E,14,200,205,2.00E+01,lizard,,,postorbital,7,,,100,,
41229-28865,1D/E,14,200,205,2.00E+01,lizard,Phrynosomatidae,Phrynosomatine,premaxilla,1,,,75,,
41229-28867,1D/E,14,200,205,2.00E+01,lizard,,,quadrate,1,,,100,,
41229-28869,1D/E,14,200,205,2.00E+01,lizard,,,braincase,1,,sphenoid,,,
41229-28870,1D/E,14,200,205,2.00E+01,lizard,Teiidae,,splenial,1,,,100,,
41229-28747,1C,14,200,205,2.00E+01,lizard,,,tibia,1,,,100,,
41229-28882,1D/E,14,200,205,2.00E+01,lizard,,,tibia,1,,,75,,
41229-28883,1D/E,14,200,205,2.00E+01,lizard,,,ulna,1,,,100,,
41229-28885,1D/E,14,200,205,2.00E+01,lizard,,,vertebra,161,,,,,
41229-28884,1D/E,14,200,205,2.00E+01,lizard,,,vertebra,40,,,,,
41229-28748,1C,14,200,205,2.00E+01,lizard,,,vertebra,7,,,,,
41229-28892,1D/E,14,205,210,2.00E+03,lizard,,,axis,3,,,,,
41229-28893,1D/E,14,205,210,2.00E+03,lizard,,,braincase,1,,,,,
41229-28923,1D/E,14,205,210,2.00E+03,lizard,Crotaphytidae,,dentary,1,,"wide teeth, tricuspid",0,,none
41229-28930,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,pitted bone,75,,
41229-28931,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,,25,,
41229-28932,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,,50,,
41229-28933,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28934,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28935,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28936,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28937,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28938,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28939,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28940,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28941,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28942,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229-28943,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28944,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-28945,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28946,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-28947,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,frontal,1,,sculpting present,75,,
41229-28948,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,50,,
41229-28958,1D/E,14,205,210,2.00E+03,lizard,,,interclavicle,1,,t shaped,,,
41229-28976,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229-28977,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229-28890,1C,14,205,210,2.00E+03,lizard,,,parietal,1,,,50,,
41229-28983,1D/E,14,205,210,2.00E+03,lizard,,,phalanges,1,,,,,
41229-28984,1D/E,14,205,210,2.00E+03,lizard,Crotaphytidae,,postorbital,1,,,100,,
41229-28985,1D/E,14,205,210,2.00E+03,lizard,,,postorbital,1,,,100,,
41229-28986,1D/E,14,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma,premaxilla,1,,,100,,
41229-28987,1D/E,14,205,210,2.00E+03,lizard,,,radius,1,,,100,,
41229-28988,1D/E,14,205,210,2.00E+03,lizard,,,radius,1,,,75,,
41229-28997,1D/E,14,205,210,2.00E+03,lizard,,,braincase,1,,sphenoid,,,
41229-28928,1D/E,14,205,210,2.00E+03,lizard,,,tibia,1,,,100,,
41229-28989,1D/E,14,205,210,2.00E+03,lizard,,,tibia,1,,,75,,
41229-28990,1D/E,14,205,210,2.00E+03,lizard,,,tibia,1,,,50,,
41229-29007,1D/E,14,205,210,2.00E+03,lizard,,,vertebra,115,,,,,
41229-29006,1D/E,14,205,210,2.00E+03,lizard,,,vertebra,15,,,,,
41229-28891,1C,14,205,210,2.00E+03,lizard,,,vertebra,7,,,,,
41229-25559,1D/E,15,210,215,2.00E+05,lizard,,,axis,6,,,,,
41229-29034,1D/E,15,210,215,2.00E+04,lizard,,,axis,2,,,,,
41229-25596,1D/E,15,210,215,2.00E+05,lizard,,,axis,1,,,,,
41229-25580,1D/E,15,210,215,2.00E+05,lizard,,,braincase,1,,basioccipital,,,
41229-25721,1D/E,15,210,215,2.00E+05,lizard,,,braincase,1,,,,,
41229-25724,1D/E,15,210,215,2.00E+05,lizard,,,braincase,1,,,,,
41229-25592,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,ectopterygoid,1,,,100,,
41229-29172,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,6,,,75,,
41229-25614,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,5,,,100,,
41229-29174,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,3,,,25,,
41229-29173,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,2,,,50,,
41229-25615,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,2,,,50,,
41229-29015,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,,100,,
41229-29016,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,frontal,1,,,75,,
41229-29065,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-29066,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-29067,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-29068,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-29069,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-29070,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229-29071,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229-25593,1D/E,15,210,215,2.00E+05,lizard,,,interclavicle,4,,t shaped,100,,
41229-25564,1D/E,15,210,215,2.00E+05,lizard,,,metacarpals_metatarsals,5,,,,,
41229-25581,1D/E,15,210,215,2.00E+05,lizard,,,metacarpals_metatarsals,1,,,,,
41229-25562,1D/E,15,210,215,2.00E+05,lizard,,,nasal,1,,,100,,
41229-25600,1D/E,15,210,215,2.00E+05,lizard,Anguidae,,osteoderm,15,,,,,
41229-29025,1C,15,210,215,2.00E+04,lizard,Anguidae,,osteoderm,12,,,,,
41229-29091,1D/E,15,210,215,2.00E+04,lizard,Anguidae,,osteoderm,1,,,,,
41229-29026,1C,15,210,215,2.00E+04,lizard,Anguidae,Ophisaurus,parietal,1,,,50,,
